ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
33	4	2	2	0.000000	34.750000	32.500000	0.000000	0.000000	0	0	0
34	2	1	1	0.000000	24.000000	21.500000	0.000000	0.000000	0	0	0
35	4	1	2	0.000000	40.250000	37.250000	0.000000	0.000000	0	0	0
36	2	1	2	0.000000	50.500000	47.500000	0.000000	0.000000	0	0	0
37	1	1	2	0.000000	65.000000	49.000000	0.000000	0.000000	0	0	0
38	2	2	2	0.000000	67.500000	50.500000	0.000000	0.000000	0	0	0
39	1	2	1	0.000000	37.000000	35.000000	0.000000	0.000000	0	0	0
40	64	1	1	0.000000	19.343750	18.312500	0.000000	0.000000	0	0	0
41	862	2	2	0.000000	14.058005	12.168213	0.000000	0.000000	0	0	0
42	1	2	1	0.000000	116.000000	54.000000	0.000000	0.000000	0	0	0
43	2	2	1	0.000000	111.000000	53.000000	0.000000	0.000000	0	0	0
44	2	2	1	0.000000	109.000000	51.500000	0.000000	0.000000	0	0	0
45	1	1	1	0.000000	108.000000	87.000000	0.000000	0.000000	0	0	0
46	2	2	2	0.000000	110.000000	90.500000	0.000000	0.000000	0	0	0
47	3	1	1	0.000000	111.000000	91.666667	0.000000	0.000000	0	0	0
48	2	1	2	0.000000	112.000000	95.000000	0.000000	0.000000	0	0	0
49	2	1	2	0.000000	114.500000	112.500000	0.000000	0.000000	0	0	0
50	1	3	2	0.000000	117.000000	115.000000	0.000000	0.000000	0	0	0
51	2	1	1	0.000000	114.000000	112.500000	0.000000	0.000000	0	0	0
52	1	2	3	0.000000	132.000000	130.000000	0.000000	0.000000	0	0	0
53	3	1	1	0.000000	128.666667	126.666667	0.000000	0.000000	0	0	0
54	1	3	2	0.000000	128.000000	126.000000	0.000000	0.000000	0	0	0
55	1	4	1	0.000000	123.000000	121.000000	0.000000	0.000000	0	0	0
56	2	1	2	0.000000	106.000000	106.000000	0.000000	0.000000	0	0	0
57	3	2	2	0.000000	106.000000	105.333333	0.000000	0.000000	0	0	0
58	8	1	1	0.000000	40.875000	39.875000	0.000000	0.000000	0	0	0
59	3	1	2	0.000000	46.666667	44.666667	0.000000	0.000000	0	0	0
60	2	2	2	0.000000	50.500000	48.500000	0.000000	0.000000	0	0	0
61	1	1	1	0.000000	50.000000	48.000000	0.000000	0.000000	0	0	0
62	2	1	2	0.000000	62.000000	57.000000	0.000000	0.000000	0	0	0
63	3	1	2	0.000000	63.333333	57.666667	0.000000	0.000000	0	0	0
64	89	1	2	0.000000	14.393258	12.033708	0.000000	0.000000	0	0	0
65	15	2	2	0.000000	23.533333	21.266667	0.000000	0.000000	0	0	0
66	8	2	1	0.000000	23.875000	22.250000	0.000000	0.000000	0	0	0
67	7	2	1	0.000000	22.428571	22.428571	0.000000	0.000000	0	0	0
68	8	1	1	0.000000	19.125000	18.500000	0.000000	0.000000	0	0	0
69	6	1	2	0.000000	19.333333	17.333333	0.000000	0.000000	0	0	0
70	7	1	2	0.000000	21.428571	19.428571	0.000000	0.000000	0	0	0
71	20	2	2	0.000000	22.000000	21.450000	0.000000	0.000000	0	0	0
72	395	1	2	0.000000	16.022785	14.002532	0.000000	0.000000	0	0	0
73	6	1	1	0.000000	21.500000	20.000000	0.000000	0.000000	0	0	0
74	3	2	2	0.000000	23.333333	22.333333	0.000000	0.000000	0	0	0
75	2	1	3	0.000000	183.000000	161.000000	0.000000	0.000000	0	0	0
76	1	1	2	0.000000	182.000000	157.000000	0.000000	0.000000	0	0	0
77	1	1	3	0.000000	205.000000	179.000000	0.000000	0.000000	0	0	0
78	1	1	2	0.000000	208.000000	182.000000	0.000000	0.000000	0	0	0
79	2	2	2	0.000000	205.000000	178.500000	0.000000	0.000000	0	0	0
80	3	1	2	0.000000	214.333333	187.333333	0.000000	0.000000	0	0	0
81	7	1	2	0.000000	213.714286	186.142857	0.000000	0.000000	0	0	0
82	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
83	1	3	2	0.000000	132.000000	72.000000	0.000000	0.000000	0	0	0
84	1	1	1	0.000000	106.000000	46.000000	0.000000	0.000000	0	0	0
85	1	1	2	0.000000	106.000000	60.000000	0.000000	0.000000	0	0	0
86	2	2	2	0.000000	24.000000	23.000000	0.000000	0.000000	0	0	0
87	1	2	1	0.000000	25.000000	24.000000	0.000000	0.000000	0	0	0
88	5	2	1	0.000000	12.200000	12.200000	0.000000	0.000000	0	0	0
89	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
90	3	2	3	0.000000	59.000000	58.000000	0.000000	0.000000	0	0	0
91	3	2	2	0.000000	61.666667	55.000000	0.000000	0.000000	0	0	0
92	3	1	1	0.000000	46.666667	23.333333	0.000000	0.000000	0	0	0
93	6	1	2	0.000000	49.166667	22.833333	0.000000	0.000000	0	0	0
94	1	3	3	0.000000	65.000000	26.000000	0.000000	0.000000	0	0	0
95	4	1	1	0.000000	15.500000	14.250000	0.000000	0.000000	0	0	0
96	732	2	2	0.000000	17.863388	15.913934	0.000000	0.000000	0	0	0
97	21	1	1	0.000000	15.666667	13.619048	0.000000	0.000000	0	0	0
98	43	2	2	0.000000	12.139535	9.000000	0.000000	0.000000	0	0	0
99	687	2	1	0.000000	16.793304	14.695779	0.000000	0.000000	0	0	0
100	1215	2	2	0.000000	15.662551	13.922634	0.000000	0.000000	0	0	0
101	7	2	1	0.000000	24.714286	24.285714	0.000000	0.000000	0	0	0
102	1	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
103	13	1	1	0.000000	20.692308	19.538462	0.000000	0.000000	0	0	0
104	7	1	2	0.000000	18.285714	16.714286	0.000000	0.000000	0	0	0
105	1	1	2	0.000000	18.000000	16.000000	0.000000	0.000000	0	0	0
106	42	2	2	0.000000	20.476190	19.547619	0.000000	0.000000	0	0	0
107	2	2	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
108	1	2	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
109	154	2	1	0.000000	14.571429	12.681818	0.000000	0.000000	0	0	0
110	10	1	1	0.000000	19.400000	16.800000	0.000000	0.000000	0	0	0
111	769	2	2	0.000000	13.626788	12.237971	0.000000	0.000000	0	0	0
112	1187	2	2	0.000000	15.481045	13.727043	0.000000	0.000000	0	0	0
113	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
114	10	2	2	0.000000	17.200000	15.400000	0.000000	0.000000	0	0	0
115	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
116	1	2	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
117	21	1	1	0.000000	8.809524	8.476190	0.000000	0.000000	0	0	0
118	572	2	1	0.000000	13.905594	12.571678	0.000000	0.000000	0	0	0
119	57	1	1	0.000000	27.087719	25.894737	0.000000	0.000000	0	0	0
120	21	1	1	0.000000	18.904762	15.619048	0.000000	0.000000	0	0	0
121	20	1	1	0.000000	15.800000	6.100000	0.000000	0.000000	0	0	0
122	184	2	2	0.000000	13.413043	12.157609	0.000000	0.000000	0	0	0
123	196	1	1	0.000000	17.423469	14.780612	0.000000	0.000000	0	0	0
124	2	2	2	0.000000	22.000000	20.000000	0.000000	0.000000	0	0	0
125	4	2	1	0.000000	15.000000	14.000000	0.000000	0.000000	0	0	0
126	1	1	1	0.000000	14.000000	13.000000	0.000000	0.000000	0	0	0
127	3	2	2	0.000000	65.333333	44.000000	0.000000	0.000000	0	0	0
128	3	1	1	0.000000	43.666667	21.000000	0.000000	0.000000	0	0	0
129	8	1	2	0.000000	17.000000	16.750000	0.000000	0.000000	0	0	0
130	6	1	2	0.000000	16.666667	15.666667	0.000000	0.000000	0	0	0
131	96	2	2	0.000000	9.697917	9.343750	0.000000	0.000000	0	0	0
132	27	1	1	0.000000	13.000000	10.555556	0.000000	0.000000	0	0	0
133	15	1	2	0.000000	25.933333	18.400000	0.000000	0.000000	0	0	0
134	21	1	1	0.000000	24.523810	9.523810	0.000000	0.000000	0	0	0
135	54	1	2	0.000000	19.388889	17.962963	0.000000	0.000000	0	0	0
136	1	2	2	0.000000	36.000000	34.000000	0.000000	0.000000	0	0	0
137	1	1	1	0.000000	35.000000	33.000000	0.000000	0.000000	0	0	0
138	3	2	2	0.000000	47.000000	18.000000	0.000000	0.000000	0	0	0
139	2	2	1	0.000000	31.000000	17.500000	0.000000	0.000000	0	0	0
140	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
141	21	1	1	0.000000	9.571429	2.714286	0.000000	0.000000	0	0	0
142	1384	2	2	0.000000	15.055636	13.464595	0.000000	0.000000	0	0	0
143	139	2	2	0.000000	13.597122	12.208633	0.000000	0.000000	0	0	0
144	1552	2	2	0.000000	15.740335	14.029639	0.000000	0.000000	0	0	0
145	155	1	2	0.000000	17.458065	14.793548	0.000000	0.000000	0	0	0
146	1	1	2	0.000000	16.000000	14.000000	0.000000	0.000000	0	0	0
147	2	2	2	0.000000	25.500000	18.000000	0.000000	0.000000	0	0	0
148	1	2	2	0.000000	51.000000	37.000000	0.000000	0.000000	0	0	0
149	1	3	1	0.000000	50.000000	38.000000	0.000000	0.000000	0	0	0
150	14	1	1	0.000000	24.071429	12.571429	0.000000	0.000000	0	0	0
151	4	1	2	0.000000	25.250000	12.000000	0.000000	0.000000	0	0	0
152	17	1	2	0.000000	24.235294	12.470588	0.000000	0.000000	0	0	0
153	3	2	2	0.000000	64.000000	32.666667	0.000000	0.000000	0	0	0
154	4	2	1	0.000000	48.000000	35.250000	0.000000	0.000000	0	0	0
155	3	1	1	0.000000	49.000000	40.000000	0.000000	0.000000	0	0	0
156	1	1	2	0.000000	70.000000	60.000000	0.000000	0.000000	0	0	0
157	1	3	3	0.000000	67.000000	55.000000	0.000000	0.000000	0	0	0
158	2	2	1	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
159	1	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
160	12	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
161	31	2	2	0.000000	18.225806	17.580645	0.000000	0.000000	0	0	0
162	9	1	1	0.000000	17.333333	17.333333	0.000000	0.000000	0	0	0
163	2	1	1	0.000000	12.500000	12.500000	0.000000	0.000000	0	0	0
164	1	2	2	0.000000	27.000000	25.000000	0.000000	0.000000	0	0	0
165	4	1	1	0.000000	13.250000	13.250000	0.000000	0.000000	0	0	0
166	10	1	2	0.000000	14.200000	14.100000	0.000000	0.000000	0	0	0
167	1	2	1	0.000000	37.000000	35.000000	0.000000	0.000000	0	0	0
168	1	1	2	0.000000	27.000000	26.000000	0.000000	0.000000	0	0	0
169	1	2	2	0.000000	44.000000	43.000000	0.000000	0.000000	0	0	0
170	194	2	1	0.000000	19.634021	16.706186	0.000000	0.000000	0	0	0
171	15	1	1	0.000000	12.533333	7.466667	0.000000	0.000000	0	0	0
172	325	2	1	0.000000	16.270769	14.849231	0.000000	0.000000	0	0	0
173	2	2	2	0.000000	53.500000	31.500000	0.000000	0.000000	0	0	0
174	4	2	1	0.000000	33.750000	31.750000	0.000000	0.000000	0	0	0
175	22	2	1	0.000000	16.818182	16.318182	0.000000	0.000000	0	0	0
176	9	2	1	0.000000	17.333333	17.333333	0.000000	0.000000	0	0	0
177	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
178	5	1	2	0.000000	30.600000	15.000000	0.000000	0.000000	0	0	0
179	1	1	2	0.000000	32.000000	12.000000	0.000000	0.000000	0	0	0
180	902	2	2	0.000000	16.358093	14.597561	0.000000	0.000000	0	0	0
181	21	1	1	0.000000	23.857143	15.000000	0.000000	0.000000	0	0	0
182	107	1	2	0.000000	17.757009	16.990654	0.000000	0.000000	0	0	0
183	1	2	2	0.000000	25.000000	23.000000	0.000000	0.000000	0	0	0
184	3	2	1	0.000000	25.666667	24.333333	0.000000	0.000000	0	0	0
185	18	1	1	0.000000	11.166667	10.166667	0.000000	0.000000	0	0	0
186	40	1	2	0.000000	10.500000	9.300000	0.000000	0.000000	0	0	0
187	1	2	1	0.000000	64.000000	62.000000	0.000000	0.000000	0	0	0
188	1	3	1	0.000000	63.000000	61.000000	0.000000	0.000000	0	0	0
189	7	2	1	0.000000	63.428571	61.714286	0.000000	0.000000	0	0	0
190	8	2	1	0.000000	62.250000	61.250000	0.000000	0.000000	0	0	0
191	198	2	1	0.000000	17.611111	15.893939	0.000000	0.000000	0	0	0
192	3	3	1	0.000000	22.333333	22.333333	0.000000	0.000000	0	0	0
193	2	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
194	1	2	2	0.000000	29.000000	19.000000	0.000000	0.000000	0	0	0
195	1	2	3	0.000000	23.000000	19.000000	0.000000	0.000000	0	0	0
196	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
197	26	2	1	0.000000	15.423077	14.923077	0.000000	0.000000	0	0	0
198	12	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
199	3	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
200	6	1	2	0.000000	33.333333	30.166667	0.000000	0.000000	0	0	0
201	12	1	2	0.000000	35.250000	28.916667	0.000000	0.000000	0	0	0
202	59	2	2	0.000000	35.135593	31.254237	0.000000	0.000000	0	0	0
203	1	1	1	0.000000	84.000000	58.000000	0.000000	0.000000	0	0	0
204	1	1	2	0.000000	83.000000	51.000000	0.000000	0.000000	0	0	0
205	1	1	2	0.000000	82.000000	52.000000	0.000000	0.000000	0	0	0
206	3	2	3	0.000000	85.000000	54.000000	0.000000	0.000000	0	0	0
207	1	2	2	0.000000	84.000000	54.000000	0.000000	0.000000	0	0	0
208	1	1	2	0.000000	96.000000	56.000000	0.000000	0.000000	0	0	0
209	1	4	2	0.000000	95.000000	56.000000	0.000000	0.000000	0	0	0
210	3	1	1	0.000000	63.000000	34.333333	0.000000	0.000000	0	0	0
211	2	2	2	0.000000	113.000000	44.000000	0.000000	0.000000	0	0	0
212	1	3	1	0.000000	107.000000	38.000000	0.000000	0.000000	0	0	0
213	1	2	1	0.000000	105.000000	37.000000	0.000000	0.000000	0	0	0
214	1	1	3	0.000000	76.000000	76.000000	0.000000	0.000000	0	0	0
215	1	1	2	0.000000	132.000000	132.000000	0.000000	0.000000	0	0	0
216	2	2	2	0.000000	129.500000	129.500000	0.000000	0.000000	0	0	0
217	1	2	1	0.000000	120.000000	120.000000	0.000000	0.000000	0	0	0
218	1	2	2	0.000000	120.000000	120.000000	0.000000	0.000000	0	0	0
219	1	2	1	0.000000	85.000000	83.000000	0.000000	0.000000	0	0	0
220	2	2	2	0.000000	84.000000	22.000000	0.000000	0.000000	0	0	0
221	1	1	1	0.000000	85.000000	22.000000	0.000000	0.000000	0	0	0
222	1	1	2	0.000000	91.000000	27.000000	0.000000	0.000000	0	0	0
223	1	1	2	0.000000	92.000000	29.000000	0.000000	0.000000	0	0	0
224	2	1	2	0.000000	93.500000	43.000000	0.000000	0.000000	0	0	0
225	1	2	2	0.000000	65.000000	23.000000	0.000000	0.000000	0	0	0
226	3	2	2	0.000000	102.666667	61.000000	0.000000	0.000000	0	0	0
227	1	2	1	0.000000	102.000000	65.000000	0.000000	0.000000	0	0	0
228	1	4	1	0.000000	100.000000	64.000000	0.000000	0.000000	0	0	0
229	9	1	2	0.000000	30.666667	27.666667	0.000000	0.000000	0	0	0
230	3	1	3	0.000000	44.666667	40.000000	0.000000	0.000000	0	0	0
231	3	2	3	0.000000	47.666667	42.666667	0.000000	0.000000	0	0	0
232	1	2	2	0.000000	37.000000	35.000000	0.000000	0.000000	0	0	0
233	269	2	1	0.000000	16.884758	14.635688	0.000000	0.000000	0	0	0
234	2208	3	2	0.000000	15.316576	13.185688	0.000000	0.000000	0	0	0
235	3	2	1	0.000000	15.000000	13.000000	0.000000	0.000000	0	0	0
236	9	2	1	0.000000	14.000000	12.777778	0.000000	0.000000	0	0	0
237	6	1	1	0.000000	11.333333	11.333333	0.000000	0.000000	0	0	0
238	1	2	2	0.000000	27.000000	26.000000	0.000000	0.000000	0	0	0
239	2	1	1	0.000000	11.500000	11.500000	0.000000	0.000000	0	0	0
240	3	1	3	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
241	9	1	2	0.000000	13.777778	13.666667	0.000000	0.000000	0	0	0
242	1	2	2	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
243	1	1	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
244	12	1	1	0.000000	16.666667	15.166667	0.000000	0.000000	0	0	0
245	1	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
246	12	1	1	0.000000	12.416667	12.416667	0.000000	0.000000	0	0	0
247	2	2	2	0.000000	23.500000	21.000000	0.000000	0.000000	0	0	0
248	6	1	1	0.000000	11.166667	11.166667	0.000000	0.000000	0	0	0
249	1	1	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
250	23	2	2	0.000000	16.260870	10.869565	0.000000	0.000000	0	0	0
251	14	1	1	0.000000	18.714286	16.571429	0.000000	0.000000	0	0	0
252	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
253	13	1	1	0.000000	21.461538	9.307692	0.000000	0.000000	0	0	0
254	133	1	2	0.000000	14.375940	12.631579	0.000000	0.000000	0	0	0
255	16	1	2	0.000000	26.187500	20.625000	0.000000	0.000000	0	0	0
256	9	2	1	0.000000	22.555556	17.444444	0.000000	0.000000	0	0	0
257	4	2	1	0.000000	24.500000	23.750000	0.000000	0.000000	0	0	0
258	5	2	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
259	3	2	1	0.000000	13.333333	13.333333	0.000000	0.000000	0	0	0
260	9	1	1	0.000000	11.666667	11.666667	0.000000	0.000000	0	0	0
261	2	1	2	0.000000	13.500000	13.500000	0.000000	0.000000	0	0	0
262	4	2	2	0.000000	35.250000	18.250000	0.000000	0.000000	0	0	0
263	3	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
264	3	1	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
265	14	1	2	0.000000	13.071429	13.071429	0.000000	0.000000	0	0	0
266	73	2	1	0.000000	13.712329	12.452055	0.000000	0.000000	0	0	0
267	5	2	1	0.000000	12.800000	11.800000	0.000000	0.000000	0	0	0
268	1	1	1	0.000000	12.000000	11.000000	0.000000	0.000000	0	0	0
269	2	1	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
270	4	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
271	5	1	1	0.000000	10.800000	10.800000	0.000000	0.000000	0	0	0
272	1	1	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
273	5	1	2	0.000000	12.800000	12.800000	0.000000	0.000000	0	0	0
274	11	2	1	0.000000	1.363636	1.363636	0.000000	0.000000	0	0	0
275	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
276	797	1	2	0.000000	17.727729	15.751568	0.000000	0.000000	0	0	0
277	591	2	2	0.000000	16.370558	13.834179	0.000000	0.000000	0	0	0
278	10	1	1	0.000000	19.800000	17.500000	0.000000	0.000000	0	0	0
279	21	1	1	0.000000	10.761905	10.761905	0.000000	0.000000	0	0	0
280	22	1	1	0.000000	15.681818	14.000000	0.000000	0.000000	0	0	0
281	12	2	1	0.000000	15.416667	13.916667	0.000000	0.000000	0	0	0
282	4	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
283	1	1	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
284	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
285	1	2	2	0.000000	318.000000	104.000000	0.000000	0.000000	0	0	0
286	1	2	2	0.000000	327.000000	116.000000	0.000000	0.000000	0	0	0
287	1	3	1	0.000000	314.000000	118.000000	0.000000	0.000000	0	0	0
288	1	2	1	0.000000	260.000000	95.000000	0.000000	0.000000	0	0	0
289	1	2	1	0.000000	243.000000	238.000000	0.000000	0.000000	0	0	0
290	1	2	1	0.000000	240.000000	236.000000	0.000000	0.000000	0	0	0
291	3	2	1	0.000000	176.000000	173.000000	0.000000	0.000000	0	0	0
292	3	2	2	0.000000	176.666667	174.000000	0.000000	0.000000	0	0	0
293	1	2	2	0.000000	173.000000	173.000000	0.000000	0.000000	0	0	0
294	1	2	3	0.000000	173.000000	173.000000	0.000000	0.000000	0	0	0
295	1	1	2	0.000000	167.000000	167.000000	0.000000	0.000000	0	0	0
296	1	2	3	0.000000	169.000000	167.000000	0.000000	0.000000	0	0	0
297	1	2	1	0.000000	108.000000	107.000000	0.000000	0.000000	0	0	0
298	1	2	1	0.000000	105.000000	104.000000	0.000000	0.000000	0	0	0
299	4	1	1	0.000000	88.500000	64.000000	0.000000	0.000000	0	0	0
300	2	1	2	0.000000	92.500000	43.500000	0.000000	0.000000	0	0	0
301	2	2	2	0.000000	308.000000	73.500000	0.000000	0.000000	0	0	0
302	1	3	2	0.000000	308.000000	96.000000	0.000000	0.000000	0	0	0
303	1	2	2	0.000000	306.000000	97.000000	0.000000	0.000000	0	0	0
304	1	5	3	0.000000	310.000000	104.000000	0.000000	0.000000	0	0	0
305	1	2	2	0.000000	308.000000	106.000000	0.000000	0.000000	0	0	0
306	1	1	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
307	15	1	3	0.000000	58.466667	54.066667	0.000000	0.000000	0	0	0
308	1	2	2	0.000000	305.000000	77.000000	0.000000	0.000000	0	0	0
309	1	1	2	0.000000	316.000000	178.000000	0.000000	0.000000	0	0	0
310	595	2	2	0.000000	18.033613	15.836975	0.000000	0.000000	0	0	0
311	4	2	1	0.000000	16.250000	13.250000	0.000000	0.000000	0	0	0
312	8	1	1	0.000000	14.375000	12.000000	0.000000	0.000000	0	0	0
313	3	1	2	0.000000	28.000000	24.000000	0.000000	0.000000	0	0	0
314	4	4	2	0.000000	30.500000	26.750000	0.000000	0.000000	0	0	0
315	2	1	1	0.000000	15.500000	15.500000	0.000000	0.000000	0	0	0
316	4	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
317	1	1	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
318	14	1	2	0.000000	17.571429	16.857143	0.000000	0.000000	0	0	0
319	21	1	1	0.000000	17.666667	11.476190	0.000000	0.000000	0	0	0
320	10	1	1	0.000000	15.500000	14.900000	0.000000	0.000000	0	0	0
321	11	1	2	0.000000	16.909091	14.181818	0.000000	0.000000	0	0	0
322	1	2	2	0.000000	18.000000	15.000000	0.000000	0.000000	0	0	0
323	5	2	1	0.000000	17.800000	15.200000	0.000000	0.000000	0	0	0
324	16	1	1	0.000000	17.125000	16.437500	0.000000	0.000000	0	0	0
325	11	1	2	0.000000	15.909091	15.909091	0.000000	0.000000	0	0	0
326	6	2	2	0.000000	14.833333	14.833333	0.000000	0.000000	0	0	0
327	6	2	1	0.000000	13.500000	13.500000	0.000000	0.000000	0	0	0
328	21	1	1	0.000000	1.809524	1.809524	0.000000	0.000000	0	0	0
329	45	1	2	0.000000	12.511111	10.666667	0.000000	0.000000	0	0	0
330	21	1	1	0.000000	15.238095	6.523810	0.000000	0.000000	0	0	0
331	16	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
332	3	1	3	0.000000	312.333333	105.666667	0.000000	0.000000	0	0	0
333	14	2	1	0.000000	18.571429	17.571429	0.000000	0.000000	0	0	0
334	7	1	1	0.000000	18.142857	18.142857	0.000000	0.000000	0	0	0
335	6	2	2	0.000000	20.666667	20.666667	0.000000	0.000000	0	0	0
336	2	1	1	0.000000	10.500000	10.000000	0.000000	0.000000	0	0	0
337	25	1	2	0.000000	11.440000	10.640000	0.000000	0.000000	0	0	0
338	62	1	2	0.000000	13.870968	12.387097	0.000000	0.000000	0	0	0
339	11	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
340	1	2	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
341	2	2	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
342	2	1	1	0.000000	10.500000	10.500000	0.000000	0.000000	0	0	0
343	14	1	2	0.000000	11.642857	11.642857	0.000000	0.000000	0	0	0
344	3	1	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
345	2	1	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
346	3	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
347	3	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
348	5	1	1	0.000000	8.800000	8.800000	0.000000	0.000000	0	0	0
349	12	2	1	0.000000	14.833333	10.250000	0.000000	0.000000	0	0	0
350	9	1	1	0.000000	13.777778	6.888889	0.000000	0.000000	0	0	0
351	122	2	2	0.000000	19.352459	17.360656	0.000000	0.000000	0	0	0
352	296	2	2	0.000000	14.037162	12.381757	0.000000	0.000000	0	0	0
353	15	1	1	0.000000	13.600000	10.800000	0.000000	0.000000	0	0	0
354	37	2	1	0.000000	17.864865	12.459459	0.000000	0.000000	0	0	0
355	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
